Date,Close,Open,High,Low,Volume,Change%
2023-06-26,85.0875,84.7,86.7665,84.2534,,0.46%
2023-06-23,84.7,84.05,84.8393,83.6478,,0.77%
2023-06-22,84.05,83.98,84.1091,83.4474,,0.08%
2023-06-21,83.98,84.785,84.95,83.6988,,-0.95%
2023-06-20,84.785,84.1425,84.785,84.0432,,0.76%
2023-06-19,84.1425,84.1375,84.5559,83.7451,,0.01%
2023-06-16,84.1375,83.75,84.2392,83.4838,,0.46%
2023-06-15,83.75,84.165,84.7232,83.3307,,-0.49%
2023-06-14,84.165,84.3,85.019,83.785,,-0.16%
2023-06-13,84.3,82.635,84.3157,82.635,,2.01%
2023-06-09,82.635,82.5975,83.024,82.265,,0.05%
2023-06-08,82.5975,81.98,82.7439,81.8241,,0.75%
2023-06-07,81.98,81.4025,81.98,81.3075,,0.71%
2023-06-06,81.4025,80.9525,81.6457,80.8928,,0.56%
2023-06-05,80.9525,81.5,81.91,80.7533,,-0.67%
2023-06-02,81.5,80.7575,81.5115,80.6331,,0.92%
2023-06-01,80.7575,81.1025,81.1665,80.499,,-0.43%
2023-05-31,81.1025,81.15,81.2771,80.8233,,-0.06%
2023-05-30,81.15,80.83,81.3508,80.2113,,0.40%
2023-05-29,80.83,80.06,80.8826,79.9074,,0.96%
2023-05-26,80.06,80.1675,80.245,79.8262,,-0.13%
2023-05-25,80.1675,80.1475,80.3325,79.744,,0.02%
2023-05-24,80.1475,80.135,80.33,79.8659,,0.02%
2023-05-23,80.135,80.15,80.4673,79.8405,,-0.02%
2023-05-22,80.15,80.0,80.15,79.787,,0.19%
2023-05-19,80.0,80.2225,80.5665,79.6575,,-0.28%
2023-05-18,80.2225,79.8625,80.4712,79.498,,0.45%
2023-05-17,79.8625,80.395,81.05,79.7858,,-0.66%
2023-05-16,80.395,79.1525,80.5225,79.1525,,1.57%
2023-05-15,79.1525,77.92,79.4978,77.8825,,1.58%
2023-05-12,77.92,76.9,77.9793,76.24,,1.33%
2023-05-11,76.9,76.0575,77.2017,75.251,,1.11%
2023-05-10,76.0575,78.1875,78.1875,75.877,,-2.72%
2023-05-08,78.1875,77.38,78.486,76.67,,1.04%
2023-05-05,77.38,78.05,78.2116,76.3419,,-0.86%
2023-05-04,78.05,79.205,79.43,77.73,,-1.46%
2023-05-03,79.205,79.62,80.0014,78.928,,-0.52%
2023-05-02,79.62,80.25,80.5883,79.5907,,-0.79%
2023-04-28,80.25,81.3325,81.6267,79.0745,,-1.33%
2023-04-27,81.3325,81.6175,81.9867,81.1873,,-0.35%
2023-04-26,81.6211,81.6175,81.7392,81.4957,,0.00%
2023-04-25,81.6175,81.33,81.6798,81.1891,,0.35%
2023-04-24,81.33,81.7,81.825,80.8718,,-0.45%
2023-04-21,81.7,81.555,81.7851,81.2685,,0.18%
2023-04-20,81.555,81.8975,81.8975,81.2974,,-0.42%
2023-04-19,81.8975,81.45,81.9012,81.45,,0.55%
